stationid,toxbatch,matrix,treatment,concentration,concentrationunits,timepoint,parameter,qualifier,result,resultunits,labrep,lab,sampletypecode,dilution,comments,FID
0,MYT090718z,Reference Toxicant,None,8,mg/L,1,Dissolved Oxygen,None,6.6,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27828
0,MYT090718z,Reference Toxicant,None,8,mg/L,2,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27829
0,MYT090718z,Reference Toxicant,None,10,mg/L,0,Dissolved Oxygen,None,6.7,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27830
0,MYT090718z,Reference Toxicant,None,10,mg/L,1,Dissolved Oxygen,None,6.7,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27831
0,MYT090718z,Reference Toxicant,None,10,mg/L,2,Dissolved Oxygen,None,6.5,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27832
0,MYT090718z,Reference Toxicant,None,20,mg/L,0,Dissolved Oxygen,None,6.7,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27833
0,MYT090718z,Reference Toxicant,None,20,mg/L,1,Dissolved Oxygen,None,6.7,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27834
0,MYT090718z,Reference Toxicant,None,20,mg/L,2,Dissolved Oxygen,None,6.6,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27835
0,MYT090718z,Reference Toxicant,None,0,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27836
0,MYT090718z,Reference Toxicant,None,0,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27837
0,MYT090718z,Reference Toxicant,None,0,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27838
0,MYT090718z,Reference Toxicant,None,2,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27839
0,MYT090718z,Reference Toxicant,None,2,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27840
0,MYT090718z,Reference Toxicant,None,2,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27841
0,MYT090718z,Reference Toxicant,None,4,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27842
0,MYT090718z,Reference Toxicant,None,4,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27843
0,MYT090718z,Reference Toxicant,None,4,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27844
0,MYT090718z,Reference Toxicant,None,6,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27845
0,MYT090718z,Reference Toxicant,None,6,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27846
0,MYT090718z,Reference Toxicant,None,6,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27847
0,MYT090718z,Reference Toxicant,None,8,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27848
0,MYT090718z,Reference Toxicant,None,8,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27849
0,MYT090718z,Reference Toxicant,None,8,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27850
0,MYT090718z,Reference Toxicant,None,10,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27851
0,MYT090718z,Reference Toxicant,None,10,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27852
0,MYT090718z,Reference Toxicant,None,10,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27853
0,MYT090418,Reference Toxicant,None,2,mg/L,0,pH,None,8,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27854
0,EOH090718,Reference Toxicant,None,16,mg/L,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27855
0,EOH090718,Reference Toxicant,None,16,mg/L,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27856
0,EOH090718,Reference Toxicant,None,16,mg/L,3,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27857
0,EOH083118,Reference Toxicant,None,500,mg/L,3,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27858
0,EOH090718,Reference Toxicant,None,16,mg/L,4,Temperature,None,14.6,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27859
0,MYT090418,Reference Toxicant,None,2,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27860
0,EOH090718,Reference Toxicant,None,31,mg/L,0,Dissolved Oxygen,None,9.9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27861
0,EOH083118,Reference Toxicant,None,500,mg/L,4,Temperature,None,14.6,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27862
0,EOH090718,Reference Toxicant,None,0,mg/L,0,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27863
0,EOH090718,Reference Toxicant,None,0,mg/L,1,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27864
0,EOH090718,Reference Toxicant,None,500,mg/L,4,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27865
0,EOH090718,Reference Toxicant,None,31,mg/L,1,Dissolved Oxygen,None,9.9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27866
0,EOH090718,Reference Toxicant,None,0,mg/L,2,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27867
0,EOH090718,Reference Toxicant,None,500,mg/L,0,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27868
0,EOH090718,Reference Toxicant,None,31,mg/L,2,Dissolved Oxygen,None,9.9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27869
0,EOH090718,Reference Toxicant,None,0,mg/L,3,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27870
0,EOH090718,Reference Toxicant,None,500,mg/L,1,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27871
0,EOH090718,Reference Toxicant,None,31,mg/L,3,Dissolved Oxygen,None,9.9,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27872
0,MYT090418,Reference Toxicant,None,2,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27873
0,EOH090718,Reference Toxicant,None,0,mg/L,4,Dissolved Oxygen,None,6.6,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27874
0,EOH090718,Reference Toxicant,None,500,mg/L,2,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27875
0,EOH090718,Reference Toxicant,None,31,mg/L,4,Dissolved Oxygen,None,9.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27876
0,EOH090718,Reference Toxicant,None,500,mg/L,3,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27877
0,MYT090418,Reference Toxicant,None,4,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27878
0,EOH090718,Reference Toxicant,None,0,mg/L,0,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27879
0,EOH090718,Reference Toxicant,None,31,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27880
0,MYT090418,Reference Toxicant,None,4,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27881
0,EOH090718,Reference Toxicant,None,500,mg/L,4,pH,None,7.7,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27882
0,EOH090718,Reference Toxicant,None,0,mg/L,1,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27883
0,EOH090718,Reference Toxicant,None,31,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27884
0,MYT090418,Reference Toxicant,None,4,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27885
0,EOH090718,Reference Toxicant,None,500,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27886
0,EOH090718,Reference Toxicant,None,0,mg/L,2,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27887
0,EOH090718,Reference Toxicant,None,31,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27888
0,EOH090718,Reference Toxicant,None,31,mg/L,3,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27889
0,EOH090718,Reference Toxicant,None,31,mg/L,4,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27890
0,EOH090718,Reference Toxicant,None,31,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27891
0,EOH090718,Reference Toxicant,None,31,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27892
0,EOH090718,Reference Toxicant,None,31,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27893
0,EOH090718,Reference Toxicant,None,31,mg/L,3,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27894
0,EOH090718,Reference Toxicant,None,31,mg/L,4,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27895
0,EOH090718,Reference Toxicant,None,31,mg/L,0,Total Ammonia,None,24.6,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27896
0,EOH090718,Reference Toxicant,None,31,mg/L,4,Total Ammonia,None,24.6,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27897
0,EOH090718,Reference Toxicant,None,31,mg/L,0,Unionized Ammonia,None,0.433,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27898
0,EOH090718,Reference Toxicant,None,31,mg/L,4,Unionized Ammonia,None,0.433,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27899
0,EOH090718,Reference Toxicant,None,31,mg/L,0,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27900
0,EOH090718,Reference Toxicant,None,31,mg/L,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27901
0,EOH090718,Reference Toxicant,None,31,mg/L,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27902
0,EOH090718,Reference Toxicant,None,31,mg/L,3,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27903
0,EOH090718,Reference Toxicant,None,31,mg/L,4,Temperature,None,14.6,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27904
0,EOH090718,Reference Toxicant,None,62,mg/L,0,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27905
0,EOH090718,Reference Toxicant,None,62,mg/L,1,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27906
0,EOH090718,Reference Toxicant,None,62,mg/L,2,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27907
0,EOH090718,Reference Toxicant,None,62,mg/L,3,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27908
0,EOH090718,Reference Toxicant,None,62,mg/L,4,Dissolved Oxygen,None,6.6,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27909
0,EOH090718,Reference Toxicant,None,62,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27910
0,EOH090718,Reference Toxicant,None,62,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27911
0,EOH090718,Reference Toxicant,None,62,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27912
0,EOH090718,Reference Toxicant,None,62,mg/L,3,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27913
0,EOH090718,Reference Toxicant,None,62,mg/L,4,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27914
0,EOH090718,Reference Toxicant,None,62,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27915
0,EOH090718,Reference Toxicant,None,62,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27916
0,EOH090718,Reference Toxicant,None,62,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27917
0,EOH090718,Reference Toxicant,None,62,mg/L,3,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27918
0,MYT090418,Reference Toxicant,None,6,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27919
0,EOH090718,Reference Toxicant,None,500,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27920
0,EOH090718,Reference Toxicant,None,500,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27921
0,EOH090718,Reference Toxicant,None,500,mg/L,3,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27922
0,EOH090718,Reference Toxicant,None,0,mg/L,3,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27923
0,EOH090718,Reference Toxicant,None,500,mg/L,4,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27924
0,EOH090718,Reference Toxicant,None,500,mg/L,0,Total Ammonia,None,374,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27925
0,EOH090718,Reference Toxicant,None,0,mg/L,4,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27926
0,MYT090418,Reference Toxicant,None,6,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27927
0,EOH090718,Reference Toxicant,None,500,mg/L,4,Total Ammonia,None,374,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27928
0,EOH090718,Reference Toxicant,None,0,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27929
0,MYT090418,Reference Toxicant,None,6,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27930
0,EOH090718,Reference Toxicant,None,500,mg/L,0,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27931
0,EOH090718,Reference Toxicant,None,0,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27932
0,MYT090418,Reference Toxicant,None,8,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27933
0,EOH090718,Reference Toxicant,None,500,mg/L,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27934
0,EOH090718,Reference Toxicant,None,0,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27935
0,MYT090418,Reference Toxicant,None,8,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27936
0,EOH090718,Reference Toxicant,None,500,mg/L,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27937
0,EOH090718,Reference Toxicant,None,0,mg/L,3,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27938
0,MYT090418,Reference Toxicant,None,8,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27939
0,EOH090718,Reference Toxicant,None,500,mg/L,3,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27940
0,EOH090718,Reference Toxicant,None,0,mg/L,4,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27941
0,MYT090418,Reference Toxicant,None,10,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27942
0,EOH090718,Reference Toxicant,None,0,mg/L,0,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27943
0,EOH090718,Reference Toxicant,None,500,mg/L,4,Temperature,None,14.6,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27944
0,MYT090418,Reference Toxicant,None,10,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27945
0,EOH090718,Reference Toxicant,None,0,mg/L,4,Total Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27946
0,MYT090418,Reference Toxicant,None,0,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27947
0,MYT090418,Reference Toxicant,None,10,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27948
0,MYT090418,Reference Toxicant,None,20,mg/L,0,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27949
0,MYT090418,Reference Toxicant,None,20,mg/L,1,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27950
0,MYT090418,Reference Toxicant,None,20,mg/L,2,pH,None,7.9,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27951
0,MYT090418,Reference Toxicant,None,0,mg/L,0,Temperature,None,14.8,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27952
0,MYT090418,Reference Toxicant,None,0,mg/L,1,Temperature,None,14.8,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27953
0,MYT090418,Reference Toxicant,None,0,mg/L,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27954
0,MYT090418,Reference Toxicant,None,2,mg/L,0,Temperature,None,14.8,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27955
0,MYT090418,Reference Toxicant,None,2,mg/L,1,Temperature,None,14.8,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27956
0,MYT090418,Reference Toxicant,None,2,mg/L,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27957
0,MYT090418,Reference Toxicant,None,4,mg/L,0,Temperature,None,14.8,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27958
0,MYT090418,Reference Toxicant,None,4,mg/L,1,Temperature,None,14.8,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27959
0,MYT090418,Reference Toxicant,None,4,mg/L,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27960
0,EOH090718,Reference Toxicant,None,0,mg/L,0,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27961
0,MYT090418,Reference Toxicant,None,0,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27962
0,EOH090718,Reference Toxicant,None,0,mg/L,4,Unionized Ammonia,None,0,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27963
0,MYT090418,Reference Toxicant,None,0,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27964
0,EOH090718,Reference Toxicant,None,0,mg/L,0,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27965
0,MYT090418,Reference Toxicant,None,2,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27966
0,EOH090718,Reference Toxicant,None,0,mg/L,1,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27967
0,MYT090418,Reference Toxicant,None,2,mg/L,1,Salinity,None,34.2,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27968
0,EOH090718,Reference Toxicant,None,0,mg/L,2,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27969
0,MYT090418,Reference Toxicant,None,2,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27970
0,EOH090718,Reference Toxicant,None,0,mg/L,3,Temperature,None,14.9,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27971
0,MYT090418,Reference Toxicant,None,4,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27972
0,EOH090718,Reference Toxicant,None,0,mg/L,4,Temperature,None,14.6,C,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27973
0,MYT090418,Reference Toxicant,None,4,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27974
0,EOH090718,Reference Toxicant,None,16,mg/L,0,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27975
0,MYT090418,Reference Toxicant,None,4,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27976
0,MYT090418,Reference Toxicant,None,6,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27977
0,MYT090418,Reference Toxicant,None,6,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27978
0,MYT090418,Reference Toxicant,None,6,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27979
0,MYT090418,Reference Toxicant,None,8,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27980
0,MYT090418,Reference Toxicant,None,8,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27981
0,MYT090418,Reference Toxicant,None,8,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27982
0,MYT090418,Reference Toxicant,None,10,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27983
0,MYT090418,Reference Toxicant,None,10,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27984
0,MYT090418,Reference Toxicant,None,10,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27985
0,MYT090418,Reference Toxicant,None,20,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27986
0,MYT090418,Reference Toxicant,None,20,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27987
0,MYT090418,Reference Toxicant,None,20,mg/L,2,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27988
0,MYT090418,Reference Toxicant,None,0,mg/L,0,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27989
0,EOH090718,Reference Toxicant,None,16,mg/L,1,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27990
0,EOH090718,Reference Toxicant,None,16,mg/L,2,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27991
0,EOH090718,Reference Toxicant,None,16,mg/L,3,Dissolved Oxygen,None,6.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27992
0,EOH090718,Reference Toxicant,None,16,mg/L,4,Dissolved Oxygen,None,6.6,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27993
0,EOH090718,Reference Toxicant,None,16,mg/L,0,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27994
0,EOH090718,Reference Toxicant,None,16,mg/L,1,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27995
0,EOH090718,Reference Toxicant,None,16,mg/L,2,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27996
0,EOH090718,Reference Toxicant,None,16,mg/L,3,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27997
0,EOH090718,Reference Toxicant,None,16,mg/L,4,pH,None,8.1,pH,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27998
0,EOH090718,Reference Toxicant,None,16,mg/L,0,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,27999
0,EOH090718,Reference Toxicant,None,16,mg/L,1,Salinity,None,34,g/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,28000
0000,MYT090718z,Reference Toxicant,None,20,mg/L,0,Unionized Ammonia,None,0.23,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,28001
B18-10158,BMYT090418,Overlaying Water,None,-88,Not Recorded,2,Dissolved Oxygen,None,8.8,mg/L,0,Aquatic Bioassay and Consulting Laboratories,Grab,-88,,28002
0000,MYT090718z,Reference Toxicant,None,20,mg/L,2,Unionized Ammonia,None,0.23,mg/L,0,Aquatic Bioassay and Consulting Laboratories,RFNH3,-88,,28003
